id;title;description;unit;requester_id;requester_name;status;priority;admin_note;project_stage;stage_notes;update_requested;start_date;end_date;created_at;updated_at;impact;master_proyek_id;urgency;attachment_url;progress_status;monev_summary;pending_reminder_days;google_calendar_event_id;pic;obstacle_notes;has_obstacle
49544352-62fb-43b5-918a-af890a41f903;Pengembangan Sistem Harmony;Implementasi ERP Harmony oleh Matrica;HTO;f33e6211-8ffc-4be9-9e4b-848ce613bdc0;HTO;approved;medium;;planning;"{""evaluation"":"""",""execution"":"""",""followup"":"""",""planning"":""""}";false;2025-12-01;2026-12-31;2026-02-10 03:43:27.567711+00;2026-06-24 02:23:16.578782+00;medium;58a77cef-a368-4bca-8b68-6e783dd37904;medium;;in_progress;MoU pending;30;nd1tkls8mvp0i1c5hiombdeoeg;Bg Salman;;false
8538907e-055a-44cf-acd6-557172f45538;Penentuan Ruangan VIP C;Penentuan Ruangan VIP C;HTO;0d7684e4-a7e3-48f2-a06f-1a5963e0a324;TIO;approved;low;;planning;"{""evaluation"":"""",""execution"":"""",""followup"":"""",""planning"":""""}";false;2026-04-20;2026-05-20;2026-04-20 02:19:12.11349+00;2026-05-20 04:23:23.653123+00;minor;a5e5d868-32bd-40aa-b911-556b9d268749;medium;;completed;;30;9itik2iasf0b3pasqj7u8crrhk;;;false
d7f3bbc8-1f54-4709-a29a-6427c1f5a8d0;SIMAPROS;SIMAPROS adalah aplikasi web manajemen proyek strategis yang dirancang untuk mengelola seluruh siklus hidup proyek mulai dari pengajuan proposal hingga evaluasi akhir.;HTO;0d7684e4-a7e3-48f2-a06f-1a5963e0a324;TIO;approved;medium;;planning;"{""evaluation"":"""",""execution"":"""",""followup"":"""",""planning"":""""}";false;2026-01-01;2026-06-30;2026-02-04 03:50:25.041132+00;2026-06-09 03:20:21.390471+00;medium;d8e3c3c6-3cb7-49ba-96ab-bb7738b1a49a;medium;https://ycbpxbqbzbyhuqqrnczp.supabase.co/storage/v1/object/public/project-attachments/0d7684e4-a7e3-48f2-a06f-1a5963e0a324/1770177023201.jpeg;completed;Proyek SIMAPROS saat ini berada dalam status aktif dengan rata-rata progres keseluruhan mencapai 56 persen, di mana fase analisis kebutuhan hingga implementasi fitur monitoring telah berhasil diselesaikan sepenuhnya. Fokus utama saat ini adalah persiapan deployment dan peluncuran sistem agar seluruh siklus hidup proyek dapat terkelola sesuai rencana awal. Meski berjalan stabil, tantangan berikutnya mencakup penyelesaian sisa tugas pada fase eksekusi dan evaluasi guna memastikan fungsionalitas aplikasi web siap digunakan secara maksimal.;30;14sdqdvc2o9j1ckjsqavs5no3g;;;false
3216c5c1-f4d3-4773-8ddf-5f591b332b3e;Supply Chain Management Alkesus;SCM untuk Alat Kesehatan Khusus. Proses digitalisasi alur yang sebelumnya manual;SPI;f33e6211-8ffc-4be9-9e4b-848ce613bdc0;SPI;approved;medium;;planning;"{""evaluation"":"""",""execution"":"""",""followup"":"""",""planning"":""""}";false;2026-06-01;2026-12-31;2026-06-24 01:34:01.268942+00;2026-06-24 01:34:01.268942+00;medium;d8e3c3c6-3cb7-49ba-96ab-bb7738b1a49a;medium;;in_progress;;30;;Kiki;;false
d9aa36aa-dce3-4d5c-bb86-db9ea979a24b;Penyesuaian Kelas Akomodasi - Tarif Kelas Akomodasi - Tarif Layanan;Perlu pembuatan system yang agile agar dapat mengakomodir kebutuhan pasien yang berbeda beda yang menggunakan asuransi yang berujung pada pemasukan rumah sakit;HTO;26303945-9cdc-4afa-9ffe-de7d83ab8fea;tio;approved;high;;planning;"{""evaluation"":"""",""execution"":"""",""followup"":"""",""planning"":""""}";false;2026-05-04;2026-05-18;2026-05-04 02:59:37.672141+00;2026-06-24 02:37:13.792817+00;medium;bf1f7ea0-4fbd-4cc7-9184-38416d432e07;medium;;completed;;30;s4q82fuqc7l7p93831k834k1e8;Aqila;;false
be7a5e00-f9a2-460f-91cb-73b6e8110345;Perubahan Waktu Pembayaran Remunerasi Medis Berdasarkan Kepdirjen 286;Di karenakan ada peraturan terbaru yaitu Kepdirjen yang mengatur mengenai pemberian remunerasi dan proporsi jasa layanan yang dapat diterima dalam insentif kinerja tenaga medis maka, perlu dilakukan penyesuaian waktu penarikan data aktivitas yang akan menjadi dasar pembayaran insentif kinerja tenaga medis. Saat ini jasa remun medis diperoleh dari hasil pelayanan JKN menggunakan proporsi jasa layanan dari tarif layanan. sebelumnya, pembayaran insentif tenaga medis dilakukan setiap tanggal 5 setiap bulannya dengan mengambil penarikan transaksi aktivitas periode tanggal 26 di 2 bulan sebelumnya sampai tanggal 25 bulan sebelumnya. Karena ini mengenai aktivitas yang dibayarkan oleh JKN, maka kita akan menghitung penarikan aktivitas medisnya mundur ditanggal 6 dan insentif tenaga medis dibayarkan ditanggal 15 setiap bulannya dengan mengambil penarikan transaksi aktivitas periode tanggal 29 di 2 bulan sebelumnya sampai tanggal 28 bulan sebelumnya.;HTO;15ae759d-9c85-4975-827c-07d309ce9606;Olivia;approved;low;;planning;"{""evaluation"":"""",""execution"":"""",""followup"":"""",""planning"":""""}";false;2026-02-09;2026-02-27;2026-02-11 02:39:05.544577+00;2026-04-13 07:49:09.789767+00;medium;1e1ec17d-6a55-4dd4-a4df-50b16a604568;medium;https://ycbpxbqbzbyhuqqrnczp.supabase.co/storage/v1/object/public/project-attachments/15ae759d-9c85-4975-827c-07d309ce9606/1770777531575.pdf;completed;"• Sesuaikan jadwal pembayaran insentif berdasarkan Kepdirjen 286
• Mulai penyusunan alur kerja penarikan data medis
• Monitor seluruh tugas yang masih dalam perencanaan";30;u4f85unomhqoo7bnfvk5dcsjec;;;false
1a48b3fb-c3af-41de-a029-677a03eccfeb;Face Recognition di Kencana;Implementasi Face Recognition untuk menggantikan FS;Kencana;f33e6211-8ffc-4be9-9e4b-848ce613bdc0;DIRSDM;approved;medium;;planning;"{""evaluation"":"""",""execution"":"""",""followup"":"""",""planning"":""""}";false;2026-06-01;2026-08-31;2026-06-24 01:44:05.038422+00;2026-06-24 01:44:05.038422+00;medium;d8e3c3c6-3cb7-49ba-96ab-bb7738b1a49a;medium;;in_progress;;30;;Taufiq;;false
d49f4fa5-bdf1-42f2-948f-ff11bec67b33;Unifikasi SIMRS;Unifikasi Sistem EHR dan HIS Menjadi Single SIMRS;IPSTI;b8464af6-6e1b-4325-bea1-ff79be9d493b;tyouser;approved;high;;planning;"{""evaluation"":"""",""execution"":"""",""followup"":"""",""planning"":""""}";false;2026-03-01;2026-07-31;2026-04-13 08:17:42.110105+00;2026-06-24 02:22:49.539595+00;severe;58a77cef-a368-4bca-8b68-6e783dd37904;medium;https://ycbpxbqbzbyhuqqrnczp.supabase.co/storage/v1/object/public/project-attachments/b8464af6-6e1b-4325-bea1-ff79be9d493b/1776068242677.pptx;in_progress;;30;lig5cn68sdl0qgoaho59lemc3s;Bg Salman;;false
9ddeeee4-63d9-4833-981d-c32090d07b19;Perhitungan Remunerasi berdasarkan Kepdirjen 286;Pembuatan sistem remunerasi untuk tenaga medis berdasarkan kepdirjen 286;HTO;b8464af6-6e1b-4325-bea1-ff79be9d493b;tyouser;approved;high;;planning;"{""evaluation"":"""",""execution"":"""",""followup"":"""",""planning"":""""}";false;2026-04-13;2026-06-13;2026-04-13 07:56:53.821672+00;2026-05-20 04:23:28.795954+00;medium;1e1ec17d-6a55-4dd4-a4df-50b16a604568;medium;https://ycbpxbqbzbyhuqqrnczp.supabase.co/storage/v1/object/public/project-attachments/b8464af6-6e1b-4325-bea1-ff79be9d493b/1776067011298.pdf;on_hold;Sementara menggunakan tarif non Kepdirjen;30;rgp0p8vc9bo9vos0qubvuo20fs;;;false
e90203ff-c389-4513-a911-c47ea281b8ef;Membuat Sistem Pengajuan Tindakan/Layanan secara digital;Digitalisasi;HTO;f33e6211-8ffc-4be9-9e4b-848ce613bdc0;dr Ihza;approved;medium;;planning;"{""evaluation"":"""",""execution"":"""",""followup"":"""",""planning"":""""}";false;2026-05-20;2026-08-31;2026-05-20 07:51:02.417869+00;2026-05-25 07:17:34.7918+00;medium;4fb2f454-3bb5-423e-bd9c-c209ca859750;medium;;in_progress;;30;f1i6b5jvm6nc5bf279ks4c4ccc;Dr Ihza;sdgsdg;true
47b80538-4a09-4399-a492-57513cef8d91;Remunerasi Radiologi Anak;Dokter radiologi anak belum mendapatkan jasa medis dari Januari 2025 hingga Maret 2026. Hal ini disebabkan karena perbedaan sistem pada radiologi pusat dan radiologi anak, di mana radiologi pusat menggunakan CPOE dan menjawab expertise melalui PACS yang terintegrasi dengan HIS. Sedangkan, radiologi anak di order melalui CPOE tetapi menjawab melalui laporan tindakan, sehingga aktivitasnya tidak dibayarkan jasa medisnya karena jasa medis diverifikasi melalui jawaban dari PACS.;HTO;8ae26dd7-a8e2-4251-8271-458b129f45b2;Rashida Aqila Khairunnisa;approved;low;;planning;"{""evaluation"":"""",""execution"":"""",""followup"":"""",""planning"":""""}";false;2026-04-13;2026-04-13;2026-04-13 08:39:50.654492+00;2026-06-23 09:07:26.412694+00;medium;1e1ec17d-6a55-4dd4-a4df-50b16a604568;medium;;on_hold;Akan diselesaikan oleh direksi dan komite medik;30;mvqo8g1eud25t2u1g4vvv11sbo;;;false
